first-stage tube temperature (Tt) ,high-temperature fan speed (Sf),temperature (Tf) in the pre-calciner,kiln tail air pressure (Pk),kiln motor current (Ik),kiln tail temperature (Tk),secondary air temperature feedback (Ta),second chamber grate pressure (Pg),EP fan speed (Sa)
0.580084797,0.522060108,0.592163351,0.627023269,0.436742471,0.3116095,0.53237455,0.750029651,0.402379493
0.563527166,0.528680423,0.642587989,0.621135683,0.445437614,0.319316696,0.528574326,0.750434026,0.41037899
0.565433276,0.529147205,0.667519344,0.618241352,0.442571734,0.324767422,0.532816996,0.749477805,0.410541687
0.542115387,0.528860787,0.663713236,0.616199577,0.438183577,0.335301655,0.534193156,0.749661629,0.414055812
0.533553213,0.528762669,0.630109185,0.612754249,0.437681541,0.372380012,0.536191466,0.749845452,0.403347504
0.523265671,0.52876315,0.59956947,0.611376224,0.428565284,0.406733049,0.535716333,0.750912605,0.39675934
0.502726745,0.528845877,0.566047343,0.609296688,0.418542458,0.417241571,0.536420826,0.749036515,0.390422531
0.49912392,0.52882279,0.543119833,0.60665339,0.421036059,0.422692557,0.536928783,0.750103105,0.371829414
0.482305807,0.528890847,0.570090887,0.607029409,0.431739183,0.429677174,0.536486337,0.750250202,0.367509964
0.481256514,0.528928844,0.609440254,0.609584951,0.443284038,0.430944783,0.53730544,0.751169696,0.360411762
0.480622898,0.528823031,0.642125258,0.607643164,0.462957411,0.432643671,0.534930056,0.750507668,0.369411018
0.483584665,0.528845636,0.627622772,0.60961048,0.464722457,0.454484926,0.535552485,0.750360384,0.368320176
0.4879157,0.528853332,0.62453539,0.609584951,0.455735793,0.477720697,0.534078267,0.750286929,0.368502394
0.504158705,0.528642667,0.611893394,0.604924876,0.449987535,0.484046362,0.533062769,0.750286742,0.363909628
0.505382338,0.528439457,0.622629463,0.595729179,0.434605063,0.492818339,0.52721444,0.750691491,0.355495252
0.500065817,0.524839154,0.608059125,0.585482013,0.424889844,0.503466495,0.516763057,0.750728406,0.345527176
0.481459562,0.520139834,0.607453682,0.575008811,0.416664235,0.514964051,0.511210017,0.750838588,0.3419374
0.48630407,0.519861112,0.595578403,0.571512957,0.426962496,0.52254434,0.50634436,0.749992736,0.347293181
0.521934671,0.51980099,0.58208327,0.573730242,0.44211812,0.532203894,0.503314139,0.749661816,0.354271804
0.528714024,0.51978608,0.570228477,0.581347938,0.436240517,0.538947593,0.506066041,0.750397111,0.360150632
0.532752729,0.519853416,0.554524702,0.586283512,0.42340015,0.548125399,0.511193604,0.750066378,0.350570587
0.526450734,0.519658142,0.509030027,0.585356496,0.405054378,0.554438165,0.518827296,0.75017656,0.343095757
0.522675692,0.519831051,0.472784681,0.581535681,0.390659645,0.557632681,0.5214319,0.749477805,0.339582454
0.524819931,0.519665597,0.454535603,0.580797473,0.398383382,0.562449646,0.520448949,0.751390434,0.337650502
0.520750387,0.519560265,0.468921607,0.581372935,0.388829844,0.558038337,0.527574823,0.750066378,0.339171655
0.512431689,0.519620386,0.490025099,0.585594233,0.378337401,0.554146779,0.53443865,0.751242963,0.339890754
0.512962165,0.519688203,0.492077596,0.591457355,0.379956521,0.547846652,0.540074032,0.749845452,0.345314862
0.519635194,0.523867834,0.486213883,0.592146633,0.372540473,0.548011303,0.53920583,0.751243525,0.356092313
0.525120758,0.536121033,0.481695462,0.591369599,0.384539026,0.550115587,0.537501696,0.750397298,0.363105109
0.533291678,0.536384605,0.492866729,0.591557343,0.38790686,0.544791423,0.540975059,0.74907343,0.364456259
0.537906575,0.536482482,0.516150718,0.591118566,0.391096927,0.5387323,0.53977916,0.750213475,0.364477417
0.537820471,0.536671022,0.541304148,0.586308509,0.398075611,0.536032085,0.535208515,0.74984564,0.357747712
0.533437341,0.536497633,0.56195579,0.575534811,0.389088864,0.533762803,0.526379203,0.749588361,0.362087502
0.540365526,0.536670782,0.538099639,0.561627981,0.392877976,0.537857535,0.518073705,0.750802235,0.355217894
0.542633105,0.536663327,0.505741667,0.551531329,0.393946639,0.544905605,0.510619717,0.749845265,0.348761512
0.53379987,0.536467572,0.493993125,0.549252349,0.404131475,0.549139538,0.504886694,0.749698168,0.341906521
0.528644933,0.536550299,0.501602134,0.554025177,0.413344823,0.545399906,0.498186437,0.749514532,0.344706418
0.543837573,0.536527693,0.517965763,0.555402138,0.41839678,0.539302607,0.494205812,0.749257066,0.355752308
0.546207213,0.536685692,0.534176422,0.555515422,0.394885791,0.540481397,0.492421006,0.749477617,0.364319611
0.551787368,0.536730903,0.53121832,0.551180308,0.384247505,0.542066016,0.490651221,0.749992736,0.355130019
0.527572261,0.536655391,0.513491487,0.542586665,0.395144728,0.542966059,0.493124942,0.750286929,0.342615838
0.517345315,0.536806175,0.432147608,0.539555117,0.396294479,0.545805648,0.497220316,0.750250202,0.324396892
0.501789094,0.536791024,0.379045832,0.544592274,0.401492279,0.545285897,0.495811192,0.749698168,0.32120977
0.499960575,0.536745813,0.352527268,0.552370589,0.406657495,0.543079982,0.493206727,0.749036328,0.323088837
0.489780389,0.53681339,0.398533966,0.559411228,0.396116217,0.517803381,0.490733284,0.7498091,0.332945452
0.482752277,0.536820845,0.43811054,0.562769332,0.388489819,0.475299576,0.491879945,0.750875877,0.337032248
0.500296487,0.536820845,0.433624106,0.568043163,0.387064963,0.451632871,0.492764559,0.751133156,0.332079943
0.523020088,0.529681563,0.42086242,0.575509814,0.393007403,0.443963505,0.492109165,0.750176747,0.328224186
0.53373926,0.50726907,0.417789124,0.584103988,0.391452955,0.434177475,0.495975597,0.748815777,0.32981532
0.512351961,0.504166331,0.454703921,0.589239538,0.388700334,0.4235926,0.498170442,0.75047094,0.335832449
0.508626897,0.504068213,0.470606738,0.589891055,0.381365374,0.4133501,0.501790823,0.749698356,0.345282348
0.496153624,0.504060998,0.478906308,0.590217611,0.378029629,0.407037334,0.504362602,0.750544395,0.351812756
0.488364344,0.504106209,0.465151343,0.592497654,0.381899582,0.40571891,0.503117605,0.750618037,0.352007987
0.467154598,0.504173786,0.477747908,0.597946464,0.388311805,0.402461113,0.506328226,0.750139833,0.357275915
0.471816274,0.504128574,0.501394778,0.601404025,0.396359234,0.394107257,0.519302289,0.749735645,0.361278916
0.473624607,0.504121119,0.564137577,0.605287598,0.403694442,0.389125467,0.525805316,0.751795184,0.376333499
0.507965688,0.504188696,0.59826195,0.608269684,0.414866935,0.386780266,0.528884914,0.749330896,0.39474196
0.532693201,0.504263968,0.61823519,0.608482957,0.422962869,0.388643892,0.534291214,0.749845827,0.40250719
0.54776677,0.501342073,0.596261928,0.609560486,0.419708377,0.406783777,0.539943009,0.749367623,0.404561174
0.538152144,0.495738048,0.582850641,0.610650248,0.411515187,0.426064537,0.541941458,0.749588174,0.402710567
0.49732621,0.495873922,0.599826109,0.609021189,0.395420081,0.433416719,0.540221328,0.750728219,0.405453547
0.490761628,0.496024947,0.61928351,0.603697897,0.38905661,0.440173317,0.538845169,0.749404163,0.401714096
0.495285105,0.495964585,0.622573126,0.598084745,0.40199415,0.445560763,0.541171176,0.751500616,0.406268623
0.518000201,0.501470011,0.598775212,0.595579729,0.38899169,0.45354688,0.541351576,0.749367248,0.399971675
0.528552441,0.504233666,0.562112579,0.592359905,0.378968947,0.466109217,0.538583123,0.749404163,0.384790986
0.520954513,0.504181241,0.54536304,0.59095582,0.368783945,0.477771339,0.53460222,0.749183612,0.372637174
0.536405505,0.503850093,0.548996982,0.587523256,0.369366987,0.482968855,0.52723127,0.750801861,0.367652332
0.555165886,0.503970576,0.571603209,0.582174434,0.356639962,0.485339161,0.512176416,0.750397298,0.370987499
0.554259067,0.503940275,0.577582123,0.573167012,0.346277029,0.492171766,0.497711583,0.749919094,0.379476717
0.556558511,0.503835183,0.577584683,0.565023847,0.342487999,0.497964953,0.491552248,0.749771998,0.387241134
0.556725433,0.503940515,0.561861704,0.558259239,0.351150889,0.505786246,0.486163056,0.749956009,0.380648901
0.577848035,0.504045607,0.543382225,0.549978325,0.342876694,0.511287787,0.488964056,0.749698543,0.386244642
0.561289305,0.503925364,0.52390114,0.544478458,0.339022909,0.518576602,0.492568302,0.75120661,0.380231579
0.547059799,0.503850093,0.520372159,0.544252953,0.349353424,0.521251193,0.491060842,0.751096241,0.388905433
0.529614445,0.503767366,0.521671372,0.547184514,0.343459488,0.522937356,0.492043793,0.749625089,0.390327356
0.538662415,0.503789731,0.541656773,0.54863753,0.328465628,0.522468247,0.492666361,0.751537718,0.390029633
0.526058388,0.503880153,0.543771347,0.54832427,0.325146134,0.521048539,0.490274565,0.749330333,0.388794004
0.52779336,0.508458509,0.541350846,0.548976319,0.323947879,0.5220374,0.492305839,0.7516479,0.389193407
0.528488629,0.512111238,0.543565905,0.553861367,0.338213266,0.5283377,0.49925173,0.750250389,0.400573637
0.553294847,0.512179055,0.540067651,0.556416909,0.335719665,0.535550423,0.50590247,0.750838588,0.412642037
0.53640443,0.512261782,0.538122043,0.555427667,0.331558274,0.537287054,0.512946281,0.75014002,0.416767057
0.53806073,0.512472927,0.525345643,0.555778156,0.351183143,0.538706849,0.510128729,0.749403975,0.407077193
0.518951646,0.512502988,0.502855259,0.558760243,0.375552196,0.541279983,0.505787999,0.748889231,0.397973012
0.517772698,0.512382024,0.505604712,0.561980066,0.378823186,0.538440567,0.504804631,0.750213475,0.387360696
0.530938043,0.512495774,0.504369505,0.562141749,0.374775137,0.538402564,0.508015808,0.750397111,0.393491709
0.530929519,0.512563109,0.498936502,0.559548977,0.355619804,0.537870173,0.513437965,0.749183799,0.398007205
0.528919197,0.512691288,0.48486345,0.556842921,0.355166437,0.536222273,0.519498824,0.750029276,0.401797099
0.534642869,0.512789165,0.471514887,0.553673623,0.344123453,0.53690685,0.530785722,0.750323656,0.397635462
0.555523079,0.512668682,0.432141844,0.552170613,0.340447848,0.534840569,0.540581433,0.750986059,0.389542396
0.569164689,0.512563109,0.406074481,0.552182846,0.333857528,0.531139026,0.547625521,0.749698356,0.383194186
0.56084601,0.512570805,0.407822334,0.550717598,0.335752001,0.525802223,0.548870379,0.74944089,0.369085622
0.567842224,0.512638381,0.428944394,0.547272801,0.351199476,0.505190401,0.547723858,0.749293794,0.365482017
0.58701615,0.512510443,0.472177311,0.546634049,0.361821264,0.479634965,0.541367711,0.748852504,0.376182195
0.602147133,0.512555654,0.479668552,0.54926405,0.3616595,0.471268557,0.534012338,0.749698356,0.397091224
0.614823434,0.512721349,0.435537066,0.551581323,0.346163604,0.466806432,0.533259443,0.750323844,0.406973067
0.603842763,0.512571045,0.40660696,0.552897121,0.347491369,0.463586639,0.536224291,0.750801673,0.405601579
0.593252243,0.512480383,0.394647212,0.55749497,0.354324375,0.462407589,0.544938854,0.751059701,0.39591742
0.587132025,0.512593651,0.435542839,0.560501521,0.359651768,0.441719933,0.555243218,0.750287117,0.383086004
0.591039915,0.512623471,0.479340232,0.560451527,0.369431659,0.40432448,0.554833736,0.749661629,0.386291836
0.608008987,0.512653532,0.504987114,0.559186255,0.371941511,0.385538021,0.548395525,0.748374113,0.392391931
0.605719087,0.512533289,0.524989804,0.560526518,0.370791925,0.381164715,0.53953311,0.750139833,0.401612434
0.599523423,0.512510443,0.535736117,0.565073309,0.361562327,0.378553491,0.524347233,0.751500991,0.395846672
0.599695675,0.512646317,0.545519219,0.568080393,0.341386753,0.379377441,0.5194169,0.74973527,0.396718681
0.588498121,0.512593411,0.532929694,0.568268136,0.31649966,0.38099989,0.517336248,0.750029838,0.385662208
0.5851972,0.512608802,0.532705687,0.565913101,0.304954557,0.37978301,0.516337023,0.749735083,0.399876504
0.601991915,0.512570324,0.521336655,0.565875872,0.298332066,0.383104261,0.512700925,0.748447755,0.403715196
0.60357061,0.51259317,0.51880928,0.566715132,0.300355967,0.381735108,0.508277159,0.750838963,0.411293336
0.610600848,0.512480383,0.515486382,0.567943175,0.299805509,0.380771785,0.509702695,0.751206798,0.407807673
0.596109832,0.512645836,0.511337875,0.568330894,0.301473381,0.381735195,0.511734387,0.750029463,0.40136349
0.592682417,0.513135464,0.506942961,0.569195152,0.303885894,0.377754819,0.512569624,0.748153936,0.394487358
0.580694992,0.52016244,0.505966958,0.569245677,0.298542499,0.376905504,0.518205006,0.749183237,0.394288056
0.578109546,0.520237711,0.492945433,0.572691006,0.319090352,0.377653275,0.524855608,0.748594664,0.39367878
0.573471273,0.520426011,0.490114696,0.574445049,0.316548164,0.371568701,0.530195979,0.744328491,0.383986478
0.576272503,0.520441162,0.478517181,0.568093689,0.306962454,0.368019345,0.52788569,0.750949144,0.382147272
0.58118505,0.520207651,0.478167735,0.562493302,0.309812166,0.365141925,0.526084053,0.750139833,0.375402106
0.576121538,0.520147289,0.458144571,0.56084031,0.308290137,0.363037555,0.524823061,0.749698543,0.373484786
0.568601231,0.52041038,0.463128927,0.560589277,0.306832862,0.357117719,0.52177601,0.750618037,0.364453818
0.582766958,0.520418556,0.470570897,0.559963289,0.311399116,0.351210522,0.516402813,0.751096241,0.358970327
0.618698441,0.520478437,0.495935542,0.566689603,0.318135031,0.346723033,0.511619777,0.74988218,0.364521356
0.643540801,0.520531103,0.511903,0.576812848,0.316564332,0.339510051,0.512749329,0.750360758,0.371657794
0.642219371,0.520433466,0.523630435,0.58039433,0.306541424,0.335149556,0.516353853,0.750470753,0.388991677
0.635392181,0.520742009,0.52299107,0.580946923,0.303027582,0.332436789,0.518794888,0.747712647,0.390012548
0.646604596,0.520862973,0.526401645,0.575546512,0.310038932,0.329990216,0.520301514,0.749661816,0.386402435
0.666414259,0.520719644,0.52267234,0.572439972,0.325955859,0.329495742,0.52326664,0.750139833,0.380123381
0.678423986,0.520824976,0.519053115,0.5787791,0.342844192,0.328278862,0.525838141,0.750176747,0.367400972
0.686271744,0.520689102,0.518898882,0.589227305,0.361789093,0.32740427,0.52886878,0.749992924,0.373905358
0.658260321,0.520696798,0.511458187,0.600677517,0.373463541,0.327898571,0.530572775,0.750066191,0.376795558
0.652445219,0.520719403,0.51351644,0.611540034,0.369836604,0.323804099,0.534635741,0.749220526,0.384905691
0.658177422,0.520697038,0.489250683,0.616024066,0.358291502,0.322067467,0.541105386,0.749992361,0.393391636
0.680232331,0.52331039,0.499864518,0.615009295,0.363942668,0.320913954,0.540974502,0.749514532,0.401366738
0.690174375,0.528876418,0.513140765,0.614922072,0.348511527,0.320660484,0.539844533,0.749625089,0.400983606
0.673643282,0.528876178,0.537536436,0.615098114,0.338326608,0.318403928,0.537813119,0.750728406,0.392801083
0.662308568,0.529004116,0.544945129,0.609772694,0.345726405,0.315602515,0.534192738,0.749698543,0.393168766
0.652922516,0.528898543,0.529183115,0.60256931,0.342682181,0.321623808,0.526460849,0.750176747,0.403143334
0.617787313,0.528928844,0.521367391,0.597383234,0.332853538,0.323030964,0.511078576,0.749257066,0.409193794
0.594125024,0.528793451,0.527016698,0.591832841,0.331331591,0.324019652,0.500643606,0.749771998,0.413049551
0.607515747,0.529041872,0.533915936,0.591244083,0.323688942,0.321915368,0.498759906,0.750286742,0.41183426
0.616992163,0.528913453,0.540837576,0.588062552,0.310006514,0.318834948,0.506852318,0.75058131,0.414736675
0.619716865,0.528860787,0.54600305,0.579430617,0.300145534,0.319823809,0.51659907,0.749625089,0.415345961
0.599245963,0.52893654,0.540923976,0.576637869,0.308678749,0.326314125,0.521841521,0.751537718,0.408527592
0.579885987,0.529026722,0.552972051,0.578691876,0.30629849,0.327987389,0.52424987,0.748963061,0.400598043
0.587015069,0.52877806,0.561912263,0.57993162,0.290025369,0.330712709,0.52790238,0.749625089,0.400433723
0.584456199,0.528860787,0.571151361,0.584967713,0.292049435,0.335200285,0.528099054,0.750324031,0.409652591
0.570368109,0.528883633,0.58831307,0.595002671,0.305796453,0.339079291,0.521792562,0.749919282,0.412602158
0.586937462,0.528816057,0.56014842,0.601104061,0.317390143,0.347863907,0.520236141,0.747638817,0.41015935
0.595432637,0.528943995,0.553688856,0.600978544,0.327348379,0.348573674,0.524036783,0.749735083,0.40263898
0.625224732,0.528973815,0.515907496,0.599200568,0.340172412,0.351679458,0.526215215,0.749441265,0.392664414
0.615234856,0.528883873,0.506784229,0.598423534,0.353288132,0.354202123,0.525445629,0.750434026,0.396024789
0.616049186,0.528514729,0.509456885,0.595904158,0.356316023,0.350817505,0.525658437,0.749036515,0.398548102
0.624462489,0.528514729,0.511109382,0.598197497,0.340609694,0.345949725,0.522791925,0.75091223,0.412030281
0.63314795,0.528424306,0.52653861,0.60196885,0.3366589,0.343820163,0.52148086,0.750360758,0.41690694
0.631655362,0.528439697,0.537653566,0.602143829,0.34745895,0.342096256,0.51920423,0.749147072,0.421575373
0.636243686,0.528416851,0.542123988,0.600453076,0.339492279,0.341284686,0.521448591,0.749624901,0.432740038
0.628487379,0.528228551,0.534632739,0.597445461,0.347669466,0.341221578,0.532882508,0.749220339,0.421039321
0.639706217,0.52837164,0.527156211,0.597871473,0.355117768,0.344758295,0.53856685,0.749882367,0.421404561
0.645064194,0.528379095,0.538089411,0.599575522,0.361189965,0.34818083,0.546970406,0.748447755,0.408450296
0.680485365,0.528424306,0.563756132,0.594639417,0.357190503,0.345632887,0.54669153,0.749698918,0.42138991
0.709352554,0.528394486,0.598255549,0.584366722,0.370435567,0.346228559,0.537813119,0.749293981,0.428982689
0.713513501,0.53501408,0.622690261,0.570899733,0.375390433,0.354290682,0.523528547,0.750213475,0.434333593
0.704050914,0.544910284,0.628256378,0.558208713,0.364881739,0.361516476,0.509522573,0.750764946,0.429372336
0.703607617,0.544910043,0.618880959,0.552283366,0.352867183,0.370630655,0.494582886,0.74973527,0.41879824
0.697176968,0.544797015,0.582129999,0.554550113,0.336496807,0.383624012,0.480265628,0.749588549,0.406537865
0.679614682,0.544970405,0.558366011,0.563607529,0.331574442,0.393714327,0.468487185,0.750802235,0.411163977
0.685890118,0.545022831,0.521963856,0.578440311,0.334505242,0.406010556,0.460526213,0.74988218,0.413130918
0.672973545,0.545045436,0.508378488,0.593035355,0.341224989,0.40672041,0.459788896,0.75047094,0.421866594
0.677820174,0.545105317,0.49635089,0.601918324,0.365820891,0.40478095,0.458625684,0.75058131,0.419891526
0.66310803,0.544992529,0.511487623,0.605538632,0.365885564,0.40267658,0.460919004,0.750102918,0.413780048
0.628011087,0.544992529,0.539682368,0.60180504,0.35832392,0.398252458,0.457970429,0.749293794,0.416210648
0.609359134,0.544932168,0.546625773,0.591707324,0.347572375,0.394982022,0.456021496,0.750764946,0.406549258
0.590898544,0.544834531,0.505994472,0.58300093,0.341727025,0.397960812,0.456136107,0.750139833,0.399538905
0.59085922,0.544865072,0.471303687,0.578090353,0.358825874,0.405034334,0.455087505,0.749661629,0.398187766
0.586679151,0.545135618,0.453546781,0.585331499,0.377155314,0.407582277,0.455791858,0.750691866,0.40527214
0.554596089,0.545068042,0.550440201,0.60090249,0.392732215,0.401954,0.457233251,0.750949144,0.433827638
0.537958699,0.545128404,0.656887605,0.613443527,0.407450805,0.393980522,0.459133363,0.750580935,0.454177002
0.524267126,0.545068042,0.725322595,0.627587031,0.41132084,0.388745176,0.458756429,0.748999601,0.46495283
0.507813647,0.545030526,0.737062185,0.639789811,0.428921725,0.401092134,0.453531224,0.750213475,0.468504375
0.520742965,0.545090888,0.696981293,0.65569959,0.438215996,0.447081841,0.44874777,0.749992736,0.462730465
0.515405178,0.54500792,0.651873162,0.666673264,0.428614036,0.485402616,0.449714447,0.749662003,0.460609786
0.527020525,0.545060827,0.601291081,0.670406855,0.429585607,0.517397985,0.450238401,0.749477805,0.440495497
0.519652232,0.54515125,0.597112489,0.671396098,0.423853517,0.550914,0.449304687,0.749662003,0.42403363
0.50345817,0.544880223,0.586246503,0.672311944,0.422428661,0.573731563,0.445602382,0.751169883,0.404936164
0.475254333,0.544917498,0.576861489,0.671985388,0.41438115,0.574517597,0.442931988,0.750139833,0.396045925
0.446858081,0.536106363,0.530545675,0.672185364,0.399322453,0.593240428,0.44060612,0.749367248,0.387063768
0.44788078,0.531150686,0.49437969,0.674816961,0.386368662,0.618935497,0.436510885,0.751169883,0.374673248
0.449838972,0.534080276,0.490728468,0.675066399,0.387809851,0.618060905,0.433054492,0.750838775,0.378665675
0.45666721,0.520335348,0.512481562,0.669028831,0.390821409,0.613003023,0.44204793,0.748999601,0.380890472
0.444931726,0.519906323,0.51675935,0.660897898,0.390141523,0.612546725,0.462114902,0.750802048,0.385797223
0.469223386,0.519943839,0.517874873,0.656276116,0.383680714,0.612014334,0.48010178,0.749514532,0.382684944
0.478120421,0.519891413,0.522103381,0.655912863,0.386498337,0.609948053,0.49427188,0.749992924,0.380674911
0.493414065,0.51980075,0.516460466,0.653671112,0.395808693,0.610125344,0.50645911,0.751169696,0.375262189
0.507331022,0.513790786,0.516141109,0.655048073,0.404989788,0.611266477,0.511963469,0.749440703,0.374634217
0.505309016,0.512879588,0.524105313,0.650212488,0.421619101,0.607970418,0.511094989,0.748668868,0.375476152
0.520318812,0.519763234,0.534775463,0.645539648,0.414267725,0.609364934,0.50824489,0.749808725,0.376209072
0.524523328,0.519740629,0.558709051,0.64324684,0.404374492,0.607197283,0.507606326,0.750103105,0.389173085
0.527493598,0.519740629,0.587760115,0.636319486,0.396909775,0.607564935,0.501463126,0.750655139,0.393883785
0.528113371,0.519687962,0.603856213,0.629804848,0.414073461,0.611672046,0.494058655,0.750434026,0.399673141
0.518788977,0.51978584,0.605289816,0.624718228,0.408114687,0.621255421,0.492224054,0.750213475,0.396132989
0.516081286,0.519898868,0.605736541,0.623602938,0.420906467,0.628265402,0.499415578,0.749771998,0.390732463
0.506352928,0.519906323,0.587838838,0.622714747,0.417344286,0.648573026,0.502101968,0.748999413,0.389835222
0.504525488,0.520124683,0.578810947,0.617327632,0.409410116,0.656267497,0.498743633,0.750801861,0.391409254
0.511647146,0.520101837,0.568650243,0.609322217,0.398626069,0.66827208,0.485589448,0.749993111,0.393508773
0.512237181,0.520109773,0.568666884,0.601278508,0.414138133,0.67615674,0.476858055,0.750066565,0.398286998
0.509269042,0.520267772,0.558965705,0.596017974,0.427853062,0.681239813,0.470780783,0.750397298,0.400783485
0.505240981,0.520124683,0.537949244,0.59723272,0.431722768,0.685866849,0.464572071,0.750360196,0.405182655
0.508777871,0.520282923,0.451612683,0.603246355,0.441729673,0.690024689,0.457642872,0.749661629,0.390482751
0.495836837,0.520192741,0.373873304,0.607905899,0.442863173,0.691292471,0.450827865,0.751059326,0.375889389
0.483141403,0.520252621,0.314079646,0.609034486,0.440871526,0.693447484,0.449583563,0.748741948,0.359526757
0.45406158,0.520327893,0.340901588,0.611000737,0.431366657,0.671643973,0.451221491,0.750802048,0.365162353
0.431392204,0.520185045,0.386556282,0.609760462,0.418121428,0.629102078,0.448354562,0.750618224,0.375097062
0.429561552,0.5201925,0.428560387,0.606929421,0.404730685,0.593557525,0.445389713,0.750875877,0.384917889
0.437346565,0.520689342,0.415679026,0.60871963,0.416469888,0.581502214,0.447912394,0.75047094,0.385470216
0.441836006,0.520357954,0.416835509,0.610625251,0.41713377,0.572210398,0.452384564,0.749845827,0.38747458
0.426280825,0.520320438,0.42367844,0.610575257,0.427010918,0.563400418,0.457364691,0.749955822,0.384239483
0.418443719,0.520215587,0.440757589,0.609146174,0.427852897,0.547960488,0.465112854,0.749587987,0.383785578
0.417354058,0.5201925,0.47073538,0.608670168,0.441551576,0.525941683,0.469060932,0.749771998,0.388719984
0.417073411,0.520275468,0.508084729,0.611802236,0.438831209,0.519058524,0.469912721,0.750139833,0.402298961
0.444112092,0.520124683,0.546700652,0.615999601,0.44258782,0.510387657,0.467586436,0.749918907,0.409183224
0.444830739,0.520207651,0.596508968,0.621399481,0.439754194,0.504138259,0.460296714,0.750176747,0.416499431
0.45994259,0.520184805,0.615112605,0.62506925,0.450732505,0.506534189,0.451663659,0.750507668,0.419183022
0.437298732,0.5201925,0.622697939,0.621900484,0.446797715,0.513430074,0.447682895,0.74988218,0.421113354
0.423501923,0.52017735,0.609161221,0.618768416,0.446959644,0.526182428,0.44496368,0.748889606,0.417064784
0.4270165,0.520132379,0.577509828,0.616976611,0.457128313,0.542902692,0.440278563,0.75058131,0.416882554
0.430935068,0.520237471,0.574455081,0.615899082,0.456529268,0.556073513,0.435708473,0.749293794,0.40719106
0.44405361,0.520652308,0.562402514,0.6141828,0.451574402,0.566518754,0.428352823,0.750765321,0.404921534
0.425417587,0.520049171,0.571409286,0.612767013,0.452756571,0.570537134,0.423373391,0.74914651,0.398018571
0.405812014,0.520109533,0.568441592,0.606553402,0.448449337,0.578016052,0.424700312,0.749441077,0.402351837
0.392600958,0.520139834,0.590354694,0.599400012,0.443170697,0.583707868,0.430597323,0.750323844,0.410962237
0.384271641,0.520124683,0.598474424,0.592296615,0.430492176,0.587536232,0.441474461,0.74984564,0.41182694
0.404220566,0.52014777,0.589995646,0.587824283,0.421278911,0.590958681,0.446913169,0.747859369,0.412119795
0.425461164,0.520328134,0.554024218,0.585845267,0.416777495,0.598082931,0.451270868,0.752052837,0.400938068
0.431820594,0.520132379,0.527958127,0.584279499,0.404082971,0.611925603,0.460837358,0.75197882,0.397377588
0.421154605,0.5201925,0.540821568,0.581948929,0.384328428,0.61643837,0.470256274,0.750102918,0.386522849
0.431554833,0.520350739,0.557553829,0.579705583,0.375908555,0.617832886,0.476121016,0.748889419,0.384030418
0.440114844,0.520184805,0.576987556,0.579631124,0.365836977,0.612825732,0.479774222,0.748962686,0.384566474
0.457565504,0.520139593,0.550484357,0.578966843,0.373949326,0.61793417,0.478840092,0.750691491,0.387533949
0.462992588,0.520177109,0.538377407,0.578503601,0.375957141,0.625235884,0.47712024,0.749845452,0.39233089
0.484270387,0.520283163,0.522629468,0.574946052,0.382547379,0.632131769,0.478283452,0.750396924,0.394981932
0.485187852,0.520147529,0.532892573,0.571061947,0.386303907,0.634730441,0.477464489,0.75050748,0.403992568
0.468799223,0.520298073,0.526993011,0.566176899,0.39198741,0.637836138,0.480806689,0.750507855,0.404330149
0.470693656,0.520237711,0.527329655,0.564134061,0.387955529,0.637088108,0.485835498,0.750324031,0.403153075
0.460051017,0.520140315,0.528649345,0.56489833,0.388311722,0.638482538,0.488915096,0.75014002,0.406847781
0.462145307,0.516313956,0.530281994,0.564936092,0.38884593,0.641284124,0.489586624,0.750912605,0.414841584
0.462642839,0.503940275,0.534925859,0.56353307,0.386255403,0.644567285,0.493911219,0.749808725,0.426491069
0.460227487,0.503992941,0.53405097,0.561265259,0.377139228,0.646101176,0.501365067,0.749735458,0.42891679
0.454931147,0.49910508,0.527332846,0.557820994,0.374596958,0.646177096,0.506999893,0.750250389,0.425261135
0.478706136,0.495511992,0.512740759,0.552496638,0.372913,0.646265828,0.514502701,0.749036515,0.419959856
0.481359621,0.495497082,0.49247503,0.547622759,0.373220854,0.648218013,0.516812156,0.751316979,0.413578306
0.490927455,0.495519688,0.487977081,0.540006126,0.370192715,0.647825082,0.517319974,0.749956196,0.412233681
0.477604782,0.483982173,0.490262531,0.53542051,0.387469743,0.645999719,0.516763196,0.750691491,0.408696785
0.470893504,0.478913708,0.497307057,0.535383281,0.394480929,0.645087037,0.508556174,0.74984564,0.414861157
0.466538011,0.478883888,0.510146817,0.536347526,0.394221826,0.638191065,0.499677624,0.748889419,0.418467187
0.483453944,0.479207341,0.507702647,0.541785166,0.391113012,0.635478211,0.498252366,0.749183424,0.417004599
0.480565519,0.477573244,0.49516497,0.54870082,0.381802656,0.635465659,0.504558997,0.750323844,0.408613003
0.492341385,0.470900744,0.483688418,0.552483873,0.376604856,0.635605033,0.512979523,0.749661629,0.409845396
0.475167136,0.470892808,0.474041,0.550968099,0.36219379,0.632068229,0.512897043,0.749992549,0.415550149
0.46794872,0.47096832,0.472187544,0.546746269,0.370063205,0.630787981,0.511897957,0.750507855,0.416140712
0.470519282,0.470832686,0.462116442,0.545418238,0.391614966,0.624399036,0.508965795,0.74903614,0.418646955
